#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
SOS2	0.704083	2.03457	0.704083	*
SLC2A3	0.703789	1.17332	0.703789	*
ANKRD44	0.70362	1.65111	0.70362	*
DUSP22	0.703518	1.30006	0.703518	*
METAP1D	0.703492	1.32498	0.703492	*
RABGGTA	0.703416	0.91137	0.703416	*
ERCC6L	0.703384	1.23144	0.703384	*
TMTC3	0.703243	1.83448	0.703243	*
GPR61	0.703046	1.44869	0.703046	*
PTPN12	0.702878	1.46409	0.702878	*
C9orf64	0.784127	0.702797	0.702797	-
ITGAL	0.702751	1.13291	0.702751	*
ECEL1	0.702536	1.18212	0.702536	*
OR4A15	0.702474	1.75142	0.702474	*
RFPL4B	0.702331	0.760892	0.702331	*
GEN1	0.701869	1.30918	0.701869	*
INO80	0.701761	1.01803	0.701761	*
RGS10	0.730446	0.701557	0.701557	-
RNF41	0.701455	0.831246	0.701455	*
MAGEA6	1.27984	0.701409	0.701409	-
OPHN1	0.701316	0.917494	0.701316	*
CHERP	0.701206	0.99677	0.701206	*
BCAT1	0.701131	1.08075	0.701131	*
CEP78	0.701061	1.72364	0.701061	*
MCTS1	0.700589	0.789619	0.700589	*
GALNT7	0.700379	0.730693	0.700379	*
RAB34	0.700361	1.32185	0.700361	*
NPY2R	0.700197	1.74422	0.700197	*
SPATS2	0.700167	0.790498	0.700167	*
MLLT3	0.699952	1.13429	0.699952	*
TXLNB	0.69993	1.32051	0.69993	*
HS2ST1	0.699616	1.37742	0.699616	*
IGSF3	0.699488	1.25828	0.699488	*
GARS	0.895565	0.69909	0.69909	-
MORC4	0.699062	1.23832	0.699062	*
EHD2	0.698269	1.61358	0.698269	*
SMUG1	0.698171	0.755068	0.698171	*
ZNF180	0.698005	1.71026	0.698005	*
CNTNAP3	0.697935	1.37645	0.697935	*
ALG5	0.697885	1.0811	0.697885	*
PTPRU	0.6978	2.23127	0.6978	*
CHD5	0.697604	3.11766	0.697604	*
ETNPPL	0.697585	1.40803	0.697585	*
PAM	0.697542	1.93147	0.697542	*
PIANP	0.697216	1.03549	0.697216	*
ZNF680	0.696812	1.17478	0.696812	*
UNC5C	0.696504	2.54628	0.696504	*
SPAST	0.723717	0.696406	0.696406	-
BMPR1B	0.696349	1.79245	0.696349	*
COPB1	0.696297	1.59986	0.696297	*
OSBPL10	0.696239	1.44117	0.696239	*
RAB3IP	0.696136	1.43939	0.696136	*
NR3C2	0.696085	1.68924	0.696085	*
TET1	0.695957	2.48245	0.695957	*
ACADSB	0.695728	1.19633	0.695728	*
DUSP4	0.695587	0.926379	0.695587	*
GPR173	0.69548	0.757086	0.69548	*
DDX4	0.695397	0.755336	0.695397	*
OLFM3	0.695203	0.981418	0.695203	*
ABI3	0.695162	1.03682	0.695162	*
LIN9	0.75819	0.695025	0.695025	-
OR2J3	0.694379	0.894438	0.694379	*
CASR	0.694303	2.24536	0.694303	*
CLDN18	0.694202	1.1657	0.694202	*
ZSCAN1	0.694155	1.5353	0.694155	*
ACTL9	0.694075	2.12213	0.694075	*
TAOK1	0.693932	1.04888	0.693932	*
DDX18	0.693507	1.48508	0.693507	*
SFXN2	0.693492	0.97227	0.693492	*
ST8SIA5	0.69341	1.47318	0.69341	*
PI15	0.692934	1.65131	0.692934	*
FNTA	0.692659	0.926139	0.692659	*
TRPM3	0.692598	2.45436	0.692598	*
PPIG	0.692172	1.29802	0.692172	*
CNNM1	0.692144	2.18259	0.692144	*
U2SURP	0.692037	1.6552	0.692037	*
UGT1A9	0.691998	1.08184	0.691998	*
TAF6L	0.691984	1.21425	0.691984	*
PCDHGB5	0.691938	1.3038	0.691938	*
RABGGTB	0.691562	1.02029	0.691562	*
ACKR4	2.90624	0.691066	0.691066	-
SLC30A8	0.690647	1.36992	0.690647	*
SLC26A5	0.690636	1.49931	0.690636	*
LGALS4	0.690166	1.11101	0.690166	*
GABRA6	0.690156	2.22033	0.690156	*
TFAP2A	0.690011	1.06036	0.690011	*
PIK3CB	0.689834	1.1253	0.689834	*
C12orf42	0.689334	1.2558	0.689334	*
RASA3	0.689262	1.85992	0.689262	*
TROVE2	0.68918	0.862943	0.68918	*
GJA1	0.689161	0.772219	0.689161	*
NUP50	2.72839	0.68871	0.68871	-
RPIA	0.688552	1.30973	0.688552	*
ZNF528	0.68832	1.68817	0.68832	*
MAP4K3	0.688049	0.71069	0.688049	*
SDF2	0.71315	0.687898	0.687898	-
ZNF449	0.781588	0.687701	0.687701	-
TSHR	0.687631	1.48458	0.687631	*
ZNF416	0.687288	1.26905	0.687288	*
DCLK3	0.68721	1.53005	0.68721	*
C5orf22	0.687161	1.49904	0.687161	*
STK16	0.686864	1.00664	0.686864	*
NOMO1	0.68668	0.914793	0.68668	*
CD27	0.777467	0.686383	0.686383	-
ACOT7	0.686292	0.938876	0.686292	*
ZNF776	0.685558	1.1257	0.685558	*
GSTM5	0.824701	0.685512	0.685512	-
TARBP2	0.685295	0.908526	0.685295	*
IZUMO1R	0.684988	1.03725	0.684988	*
KRTAP4-11	4.2177	0.684539	0.684539	-
MPP1	0.684454	0.878767	0.684454	*
INTS6	0.68427	1.06796	0.68427	*
GRK6	0.684266	1.11642	0.684266	*
OR10A6	0.683889	1.31089	0.683889	*
ZXDA	0.683841	2.23158	0.683841	*
TMEM87B	0.683733	1.21509	0.683733	*
SYT2	0.683662	1.39271	0.683662	*
OR2L8	2.03683	0.683649	0.683649	-
R3HDM4	0.771562	0.683582	0.683582	-
NUP205	0.683104	4.11503	0.683104	*
TTC28	0.682902	3.00077	0.682902	*
ECHDC2	0.683387	0.682757	0.682757	-
REV1	0.682381	1.1075	0.682381	*
NARF	0.681868	0.792564	0.681868	*
R3HDM2	0.681835	1.31563	0.681835	*
FANK1	0.688275	0.681698	0.681698	-
TMCC1	0.681416	1.64918	0.681416	*
STRN3	0.681208	1.16343	0.681208	*
NANOS2	0.750116	0.681088	0.681088	-
ADAMTS12	0.680849	2.49476	0.680849	*
ACSM1	0.680842	1.10481	0.680842	*
GPR37	0.680737	1.91087	0.680737	*
HDAC5	0.680735	1.40374	0.680735	*
GPR19	0.680539	1.01571	0.680539	*
RING1	0.680506	1.32827	0.680506	*
MAN1C1	0.680363	1.6861	0.680363	*
PAF1	0.680362	1.7205	0.680362	*
HTR1F	0.680331	0.784688	0.680331	*
ZNF573	1.01464	0.680162	0.680162	-
SSR1	0.702617	0.679841	0.679841	-
NT5C2	0.679784	1.0276	0.679784	*
RUNX3	0.679775	0.900626	0.679775	*
TFAP2B	0.679768	1.12337	0.679768	*
AACS	0.67945	0.868805	0.67945	*
DENND2C	0.6794	1.69872	0.6794	*
SEMA3D	0.67927	2.57896	0.67927	*
ATXN1	1.84797	0.679115	0.679115	-
ZC3H15	0.721011	0.679077	0.679077	-
PIGK	0.678797	1.20465	0.678797	*
SEMA5A	0.678791	1.80458	0.678791	*
MID2	0.678749	1.15566	0.678749	*
PADI6	0.678727	1.12387	0.678727	*
ZIK1	0.67871	1.30046	0.67871	*
FAM169A	0.678383	1.48997	0.678383	*
PCDHA13	0.678266	3.24753	0.678266	*
CASD1	0.678134	0.764633	0.678134	*
CH25H	0.67772	1.21394	0.67772	*
TRAM1L1	0.677641	1.12598	0.677641	*
TBC1D8B	0.677618	1.31383	0.677618	*
CD58	0.786342	0.677194	0.677194	-
ADAMTS3	0.677191	2.02727	0.677191	*
TRHR	0.677002	0.910872	0.677002	*
SORCS1	0.67658	2.73056	0.67658	*
FBXL4	0.676578	0.717953	0.676578	*
CRBN	0.676198	0.909413	0.676198	*
UGT3A2	0.675865	2.11752	0.675865	*
RBCK1	0.675752	0.981285	0.675752	*
SPOPL	0.675579	1.13233	0.675579	*
PDYN	0.675567	1.88144	0.675567	*
TMCC3	0.675425	0.782175	0.675425	*
ZNF230	0.675322	0.714913	0.675322	*
LANCL2	0.675147	1.49537	0.675147	*
MC3R	0.675015	1.7392	0.675015	*
NKAP	0.674863	1.36797	0.674863	*
TMPRSS11D	0.67485	1.2675	0.67485	*
SPINK5	0.674686	1.43272	0.674686	*
UGT2B11	0.674135	0.911729	0.674135	*
ZNF789	0.674119	0.674823	0.674119	*
PARD3B	0.674036	1.83233	0.674036	*
TAAR5	0.823692	0.673682	0.673682	-
FOLR1	0.744829	0.673624	0.673624	-
OR5R1	0.673487	1.32141	0.673487	*
PRB2	0.968484	0.673484	0.673484	-
ATP6V1A	0.673436	0.758417	0.673436	*
NHS	0.672945	1.80258	0.672945	*
MAPKAP1	0.672437	1.32645	0.672437	*
MSANTD3-TMEFF1	0.67223	0.92608	0.67223	*
RIC8B	0.672186	0.927735	0.672186	*
DPP8	0.672176	1.08087	0.672176	*
PCF11	0.672086	3.02774	0.672086	*
RSBN1	0.672047	1.30539	0.672047	*
MORC2	0.672017	1.57807	0.672017	*
ZNF513	0.671909	1.37402	0.671909	*
FBXO5	0.671678	1.00674	0.671678	*
HAUS1	0.693132	0.671471	0.671471	-
TBC1D20	0.671389	1.06637	0.671389	*
KCNQ1	0.671249	1.33287	0.671249	*
STOX2	0.67115	1.86771	0.67115	*
HDAC6	0.670656	1.42417	0.670656	*
PARD6G	0.670433	1.02472	0.670433	*
FOSB	0.670288	0.906809	0.670288	*
THRA	0.669995	1.04817	0.669995	*
COL3A1	0.66997	2.28195	0.66997	*
GABRE	0.669865	0.735633	0.669865	*
PRMT8	0.669847	0.750848	0.669847	*
RBL2	0.669682	1.56939	0.669682	*
VWC2L	0.669624	1.13392	0.669624	*
RXFP2	0.669564	1.62723	0.669564	*
KHDC1	0.669013	0.828867	0.669013	*
TIGD3	0.668631	1.33109	0.668631	*
CAD	0.668538	2.0053	0.668538	*
TTC29	0.668488	1.0237	0.668488	*
PSG1	0.668409	1.19508	0.668409	*
BTBD9	0.668386	0.965956	0.668386	*
ZNF671	0.668018	1.08052	0.668018	*
PXDNL	0.667986	3.15591	0.667986	*
VN1R1	0.667942	0.937715	0.667942	*
MTHFD2L	0.75968	0.667879	0.667879	-
LDB1	0.667766	1.43906	0.667766	*
APBB1IP	0.6676	0.876859	0.6676	*
VPS72	0.667318	1.13719	0.667318	*
PPP1R3F	0.666726	1.27893	0.666726	*
MGAT5	0.666712	1.69734	0.666712	*
GLA	0.666445	0.903966	0.666445	*
KLHL8	0.666371	0.681704	0.666371	*
RNPEPL1	0.665681	0.947581	0.665681	*
SEMG1	0.664998	1.03252	0.664998	*
LOC81691	0.66495	1.21737	0.66495	*
ABCG4	0.664801	1.50963	0.664801	*
SLC13A5	0.664444	0.932937	0.664444	*
SERPINI2	0.741467	0.664324	0.664324	-
SULT1E1	0.732537	0.664276	0.664276	-
AIFM1	0.664075	0.840818	0.664075	*
THOC1	0.664028	1.26349	0.664028	*
BICD2	0.663779	1.46277	0.663779	*
SEMA6A	0.663714	1.86631	0.663714	*
NDST1	0.663567	1.04773	0.663567	*
LGALS9	0.665335	0.66344	0.66344	-
ZNF791	0.66332	1.19546	0.66332	*
ILF3	0.663215	1.38564	0.663215	*
HAPLN1	0.662951	1.55879	0.662951	*
USP44	0.662671	1.29963	0.662671	*
PTGFR	0.662347	1.38123	0.662347	*
KRTAP4-3	0.662082	0.920904	0.662082	*
PLXNA2	0.662029	3.03541	0.662029	*
HEATR4	0.661949	1.31787	0.661949	*
POLR3B	0.661937	2.03489	0.661937	*
MADD	0.661836	2.16559	0.661836	*
TAF2	0.661428	1.79329	0.661428	*
BRD3	0.661126	1.14496	0.661126	*
DERL2	0.732128	0.661006	0.661006	-
OR9Q2	0.660882	1.48575	0.660882	*
RBM27	0.660787	1.60767	0.660787	*
ZBED9	0.660636	2.1774	0.660636	*
PFDN4	0.660627	0.828724	0.660627	*
MOXD1	0.660586	1.22667	0.660586	*
FAM171B	0.660558	2.11418	0.660558	*
LRRC4C	0.660398	1.43206	0.660398	*
DIS3L	0.660107	2.49885	0.660107	*
PIK3R1	0.66008	1.31918	0.66008	*
FAM208A	0.660042	1.60414	0.660042	*
NCK2	0.659922	0.826972	0.659922	*
APAF1	0.659851	1.11702	0.659851	*
HDAC11	0.659826	0.980542	0.659826	*
SLC26A3	0.659751	1.50684	0.659751	*
BICD1	0.659751	1.39073	0.659751	*
ZNF45	0.659581	1.5802	0.659581	*
ERG	0.659455	1.17481	0.659455	*
PBXIP1	0.659213	1.16354	0.659213	*
MYLK4	0.65892	0.661988	0.65892	*
CACNG1	0.658829	0.986046	0.658829	*
SKAP1	0.658747	0.958513	0.658747	*
KCNA2	0.658583	1.02685	0.658583	*
SHANK2	0.658224	2.35979	0.658224	*
EIF4ENIF1	0.657467	1.63927	0.657467	*
ZNF25	0.657331	1.6987	0.657331	*
NEMP2	0.657275	0.776483	0.657275	*
ZNF711	0.935421	0.656873	0.656873	-
TUBGCP5	0.656677	1.80467	0.656677	*
OR8G2	0.656407	1.17286	0.656407	*
CSRP2BP	0.656377	1.60349	0.656377	*
BIVM	0.656336	0.884043	0.656336	*
FGF14	0.656281	1.47606	0.656281	*
C19orf44	0.656139	1.16136	0.656139	*
NELL1	0.655852	2.02305	0.655852	*
ATP8B2	0.655835	1.85216	0.655835	*
MCRS1	0.655769	0.742781	0.655769	*
AHCYL2	0.655109	1.04801	0.655109	*
ERP44	0.797869	0.654928	0.654928	-
ZNF813	0.654583	1.36638	0.654583	*
PDS5B	0.654453	1.79498	0.654453	*
SLC13A4	0.654158	1.44204	0.654158	*
SMYD1	0.653742	1.12166	0.653742	*
LILRB2	0.653348	1.58622	0.653348	*
SDS	0.65334	0.808194	0.65334	*
CBFA2T2	0.653251	1.43893	0.653251	*
ACVRL1	0.738837	0.652766	0.652766	-
CDR2	0.652733	1.07051	0.652733	*
EXOSC10	0.652378	1.25809	0.652378	*
RBMXL2	0.652348	2.04603	0.652348	*
ALB	0.651937	1.28743	0.651937	*
CBLN2	0.651512	0.955771	0.651512	*
KBTBD3	0.651387	1.1125	0.651387	*
MKLN1	0.651145	1.23867	0.651145	*
ARHGEF5	1.23523	0.650944	0.650944	-
UBIAD1	0.650857	0.848194	0.650857	*
TESPA1	0.650504	1.5356	0.650504	*
IQSEC3	0.650395	2.87148	0.650395	*
OR2L2	0.650353	0.969034	0.650353	*
TMPRSS11A	0.649871	1.17752	0.649871	*
INTS7	0.649615	1.89451	0.649615	*
DPP3	0.649504	0.897395	0.649504	*
TMPRSS2	0.649503	1.09748	0.649503	*
PLCB1	0.64946	1.68982	0.64946	*
TEK	0.649146	1.76014	0.649146	*
TMCO5A	0.649142	0.658171	0.649142	*
PNMAL2	0.648994	0.901042	0.648994	*
GRHL2	0.648993	1.06584	0.648993	*
RTFDC1	0.919821	0.648786	0.648786	-
OR11H1	2.09143	0.64867	0.64867	-
ZNF578	0.647951	1.99995	0.647951	*
SIN3B	0.647881	1.40763	0.647881	*
MUL1	0.647851	1.14826	0.647851	*
SPATA31D1	0.647585	2.12274	0.647585	*
WSCD2	0.647335	2.19205	0.647335	*
FSCN1	0.647255	0.845351	0.647255	*
C6orf118	0.646632	1.52966	0.646632	*
JPH3	0.646506	2.57331	0.646506	*
ZNF366	0.646494	1.71422	0.646494	*
ZNF33B	0.645815	1.21241	0.645815	*
NBPF14	4.04688	0.645808	0.645808	-
FLRT1	0.645386	1.83628	0.645386	*
RFX3	1.00032	0.645341	0.645341	-
ZNF397	0.644932	0.749716	0.644932	*
CSPG5	0.644882	1.01103	0.644882	*
ZNF777	0.644869	2.11056	0.644869	*
SPATA32	0.644823	0.979028	0.644823	*
SMPD2	0.644604	1.55667	0.644604	*
DIRC2	0.655165	0.644583	0.644583	-
SIPA1L1	0.644375	2.55479	0.644375	*
GPR174	0.643835	1.04076	0.643835	*
RNF144A	0.643826	0.782933	0.643826	*
TRIM67	0.643756	0.918754	0.643756	*
PFKFB1	0.643623	1.30514	0.643623	*
VAC14	0.643617	0.902008	0.643617	*
SESN2	0.643337	0.931968	0.643337	*
VPS13B	0.643287	3.86106	0.643287	*
EXO1	0.642987	1.1854	0.642987	*
CD70	0.642967	0.791594	0.642967	*
LHFPL3	0.642135	0.961781	0.642135	*
FUBP3	0.711704	0.642075	0.642075	-
GNRH1	0.707895	0.641831	0.641831	-
ARL4A	0.766426	0.641777	0.641777	-
SLC25A32	0.641298	1.0228	0.641298	*
ZNF286A	0.64128	0.688376	0.64128	*
LMBR1L	0.640604	0.971352	0.640604	*
ZNF121	0.640444	0.651699	0.640444	*
PCDHB8	0.640355	4.37717	0.640355	*
ABR	0.640093	1.9932	0.640093	*
MNX1	0.639432	1.0113	0.639432	*
FEZ1	0.639356	1.32522	0.639356	*
ECE2	0.639342	2.3626	0.639342	*
RAD51C	0.971861	0.63932	0.63932	-
MAST1	0.638753	2.314	0.638753	*
ZNF682	0.638571	0.974689	0.638571	*
TSC1	0.63857	0.892451	0.63857	*
SOS1	0.638401	2.06502	0.638401	*
OR6N2	0.638376	0.925567	0.638376	*
UBR4	0.63836	3.51818	0.63836	*
RHBG	0.638224	1.09109	0.638224	*
RP1	0.638169	2.53126	0.638169	*
FAM179B	0.638139	1.96047	0.638139	*
INPPL1	0.637975	2.0416	0.637975	*
CADM2	0.637797	1.54091	0.637797	*
CXorf23	0.647707	0.637775	0.637775	-
SLC9A9	0.637531	1.00324	0.637531	*
MAG	0.637491	1.41538	0.637491	*
FAM184A	0.636949	2.01956	0.636949	*
CHST2	0.636901	2.14519	0.636901	*
MTHFD1	0.636895	1.06256	0.636895	*
NR5A1	0.636559	1.33418	0.636559	*
ACSL4	0.636267	1.06347	0.636267	*
FOXN2	0.636242	1.28176	0.636242	*
ZNF827	0.636029	1.7659	0.636029	*
OSMR	0.635978	1.3509	0.635978	*
TDO2	0.635777	0.983674	0.635777	*
THEM5	0.635762	0.889089	0.635762	*
SMC2	0.635547	2.26636	0.635547	*
FOXD4L5	1.54137	0.635513	0.635513	-
ZNF804B	0.635502	2.15796	0.635502	*
OPTN	0.635472	1.60877	0.635472	*
HSD17B3	0.635413	0.645245	0.635413	*
HNRNPA1	0.635366	1.01099	0.635366	*
OR5I1	0.635313	1.55369	0.635313	*
ZNF10	0.635214	0.697958	0.635214	*
COL21A1	0.635139	1.4661	0.635139	*
MARK3	0.635065	1.2941	0.635065	*
PPP5C	0.635031	1.24181	0.635031	*
ZNF319	0.634764	1.56886	0.634764	*
BMP10	0.634681	1.61579	0.634681	*
SPDYE1	0.634513	1.2586	0.634513	*
ZNF668	0.634247	1.14582	0.634247	*
GOPC	0.634233	0.933426	0.634233	*
CTAGE6	0.907287	0.634129	0.634129	-
PCDHB7	0.633586	3.289	0.633586	*
OSBPL2	0.63349	0.9155	0.63349	*
ZNF793	0.633443	1.83817	0.633443	*
IK	0.63318	0.816479	0.63318	*
NAT10	0.633083	0.892132	0.633083	*
C17orf53	0.632815	1.1084	0.632815	*
ZBTB48	0.632781	1.4053	0.632781	*
DNAJC3	0.632709	1.22291	0.632709	*
ARL13B	0.632676	1.08379	0.632676	*
DNAJA4	0.632609	0.670827	0.632609	*
SLC37A1	0.646405	0.632533	0.632533	-
ZNF71	0.632476	1.24349	0.632476	*
HS3ST5	0.631928	0.771689	0.631928	*
CHST8	0.631706	1.16535	0.631706	*
IRF5	0.631665	0.6665	0.631665	*
PDE9A	0.631364	1.30482	0.631364	*
ARHGAP32	0.63134	2.09416	0.63134	*
NTN4	0.631267	1.19138	0.631267	*
ITCH	0.631245	1.89441	0.631245	*
SLC16A6	0.631059	1.47935	0.631059	*
ZSCAN20	0.631058	1.57103	0.631058	*
CCDC140	0.630929	1.22947	0.630929	*
CNTN5	0.630837	3.79153	0.630837	*
NPAS3	0.630528	1.62677	0.630528	*
OR2T2	0.630493	0.843909	0.630493	*
CYLC1	0.630204	2.57914	0.630204	*
ACTN2	0.629976	1.19782	0.629976	*
RCC2	0.629574	1.19273	0.629574	*
C5orf47	0.629176	1.23265	0.629176	*
SIRT1	0.628964	0.924253	0.628964	*
SGMS2	0.628655	1.27297	0.628655	*
ELOVL6	1.02665	0.627887	0.627887	-
AMOTL1	0.627856	2.2732	0.627856	*
GIT1	0.627815	1.11555	0.627815	*
BRS3	0.627743	0.900616	0.627743	*
DOC2A	0.627616	1.25404	0.627616	*
ADCY5	0.627192	2.89531	0.627192	*
PAPPA	0.627107	4.96376	0.627107	*
BAZ2B	0.627093	3.2507	0.627093	*
ZNF91	0.626781	2.22745	0.626781	*
PIAS4	0.626729	1.24203	0.626729	*
OR1D5	2.13534	0.626656	0.626656	-
VMO1	0.626605	0.794301	0.626605	*
ZNF879	0.626122	1.92206	0.626122	*
GRM4	0.625887	1.92604	0.625887	*
FTMT	0.625815	1.43927	0.625815	*
DDR2	0.625771	1.61377	0.625771	*
SLAIN1	0.625627	1.23532	0.625627	*
ADAM21	0.625567	0.984042	0.625567	*
C8orf34	0.625458	1.52612	0.625458	*
SMG9	0.625167	0.976802	0.625167	*
USP47	0.625105	1.30853	0.625105	*
ZNF267	0.624849	1.23305	0.624849	*
ARMCX5	0.776229	0.624567	0.624567	-
GDPD2	0.624505	0.950012	0.624505	*
AK9	0.623961	2.3225	0.623961	*
SMC4	0.623667	1.92708	0.623667	*
MTX3	0.623635	0.893161	0.623635	*
CDON	0.623474	2.31867	0.623474	*
CACNA1D	0.62342	2.68917	0.62342	*
GSTM3	0.623369	0.653285	0.623369	*
PCMTD2	0.622886	1.00573	0.622886	*
OR4D10	0.62288	1.2583	0.62288	*
FAT3	0.622739	5.81782	0.622739	*
MTA1	0.622655	1.44217	0.622655	*
UNC93A	0.665749	0.622617	0.622617	-
SPTLC3	0.622528	1.2754	0.622528	*
APOA4	0.622507	1.34726	0.622507	*
OAS2	0.622435	1.64733	0.622435	*
TMPPE	0.622356	0.822735	0.622356	*
GNB5	0.622151	0.791581	0.622151	*
STPG2	0.622093	1.52746	0.622093	*
UBQLN2	0.714361	0.621959	0.621959	-
TEX13B	0.621935	1.4175	0.621935	*
TRPC1	0.621705	1.47438	0.621705	*
PHC1	0.621629	1.95898	0.621629	*
WAPL	0.621445	1.20623	0.621445	*
RYR3	0.621406	6.55502	0.621406	*
NPIPB15	0.621354	0.919774	0.621354	*
CHAF1B	0.620884	0.881214	0.620884	*
SEL1L2	0.620822	1.13036	0.620822	*
OR10R2	0.620263	0.739283	0.620263	*
RARS2	0.620072	1.5501	0.620072	*
SLITRK5	0.620009	2.72061	0.620009	*
TRIM49	0.619885	1.26247	0.619885	*
C9orf72	0.619435	1.20771	0.619435	*
TPD52L2	0.619358	0.745462	0.619358	*
PTPN4	0.61933	0.805031	0.61933	*
HECW2	0.619162	2.55393	0.619162	*
ANKRD28	0.619079	1.60121	0.619079	*
KIFC3	0.619012	1.83235	0.619012	*
NAT8L	0.618712	0.897565	0.618712	*
HAPLN4	0.618495	1.15318	0.618495	*
ARMC8	0.618411	0.885573	0.618411	*
CCDC160	0.618391	0.828921	0.618391	*
ZNF280B	0.618247	1.19702	0.618247	*
METTL3	0.618247	1.13802	0.618247	*
TTC39A	0.618068	1.20589	0.618068	*
SLCO1C1	0.618063	1.47661	0.618063	*
SEC22C	0.61803	1.18027	0.61803	*
KIAA1644	0.618008	1.32799	0.618008	*
KDM2B	0.617793	1.33741	0.617793	*
METTL13	0.617765	1.41483	0.617765	*
GTF3C2	0.617748	1.16077	0.617748	*
EIF2A	0.642407	0.61748	0.61748	-
CIT	0.617437	1.96547	0.617437	*
MED13	0.617203	2.14011	0.617203	*
RNF20	0.616981	1.89078	0.616981	*
VPS8	0.616764	1.2736	0.616764	*
P2RY2	0.616639	0.640093	0.616639	*
CPED1	0.616086	1.70066	0.616086	*
IFIT2	0.6411	0.616057	0.616057	-
UBE3D	0.615936	0.852372	0.615936	*
SYCP2L	0.615918	1.06635	0.615918	*
GRM8	0.615884	2.04454	0.615884	*
ATP5A1	0.615701	1.06211	0.615701	*
NAPEPLD	0.615263	1.10915	0.615263	*
TAS2R19	0.615262	0.743202	0.615262	*
ACKR3	0.615173	1.56051	0.615173	*
WDR17	0.61516	3.08257	0.61516	*
OPRK1	0.614891	1.49771	0.614891	*
GTF3C1	0.614882	3.06469	0.614882	*
SYCP1	0.614684	1.46962	0.614684	*
SLITRK3	0.614656	1.79284	0.614656	*
A4GALT	0.614514	1.3311	0.614514	*
PTPN5	0.614264	0.96975	0.614264	*
TDRP	0.614219	0.747056	0.614219	*
OSCP1	0.614195	0.652039	0.614195	*
PLA2G4A	0.614033	1.95348	0.614033	*
DHX36	0.613965	1.79039	0.613965	*
PCDHA11	0.613866	2.61911	0.613866	*
ZNF490	0.613422	1.21527	0.613422	*
UBE2Q1	0.613411	0.84035	0.613411	*
RANBP6	0.613354	2.60974	0.613354	*
RAPGEF1	0.613334	1.7663	0.613334	*
FAM46B	0.613202	0.679807	0.613202	*
TICAM1	0.613177	0.893701	0.613177	*
GLB1L3	0.613125	0.938811	0.613125	*
STRADA	0.612957	0.710246	0.612957	*
CNGA2	0.612872	1.71279	0.612872	*
ZCCHC8	0.612763	0.899074	0.612763	*
RBPJ	0.612565	0.630878	0.612565	*
REPS2	0.612444	0.812983	0.612444	*
BAZ1B	0.612328	1.2709	0.612328	*
LIAS	0.611969	0.673831	0.611969	*
FAM81A	0.611653	1.07677	0.611653	*
SOX2	0.611536	0.876109	0.611536	*
CYP20A1	0.611358	0.853698	0.611358	*
IDO2	0.611355	0.749591	0.611355	*
SNX33	0.611284	0.912851	0.611284	*
ZNF805	0.611168	1.21497	0.611168	*
SDPR	0.611133	0.752878	0.611133	*
ARMC2	0.610953	0.914851	0.610953	*
EPB41L5	0.610837	1.65451	0.610837	*
SARS	0.610712	1.04585	0.610712	*
PNPLA8	0.610659	1.61662	0.610659	*
HNF1B	1.94437	0.610646	0.610646	-
PIAS3	0.61028	0.748608	0.61028	*
PQLC2	0.609766	1.19584	0.609766	*
SLC35G5	0.609133	1.21803	0.609133	*
SPAG9	0.60909	1.20607	0.60909	*
GSR	0.609046	0.914133	0.609046	*
C6orf25	0.608658	1.16806	0.608658	*
TGFBR2	0.608383	1.73028	0.608383	*
C10orf90	0.608353	1.65325	0.608353	*
WDR33	0.608224	2.04282	0.608224	*
GLI4	0.607874	0.851244	0.607874	*
BBOX1	0.607758	0.645347	0.607758	*
GJA10	0.607687	1.80185	0.607687	*
TNNT2	0.624288	0.607653	0.607653	-
GRN	0.607534	1.19211	0.607534	*
LRP1B	0.607492	6.24534	0.607492	*
RYR1	0.607463	6.49797	0.607463	*
CEP41	0.654894	0.606943	0.606943	-
WDR5B	0.606855	1.1417	0.606855	*
TPCN1	0.60657	1.37102	0.60657	*
KLHL25	0.606556	1.3077	0.606556	*
TTLL9	0.606391	1.67042	0.606391	*
FCAMR	0.606273	1.23594	0.606273	*
PRICKLE1	0.605945	2.21869	0.605945	*
SYF2	0.605737	0.841396	0.605737	*
TRIM62	0.605097	0.890588	0.605097	*
POTEA	0.605091	1.57214	0.605091	*
GOLGA6B	1.16573	0.605045	0.605045	-
KIF20A	0.604929	1.27146	0.604929	*
BTBD2	0.604841	0.923239	0.604841	*
ENTPD7	0.604706	0.789038	0.604706	*
GDF2	0.604656	1.37069	0.604656	*
ATP6V1B1	0.604572	1.14225	0.604572	*
ZFP37	0.658356	0.604395	0.604395	-
RPTOR	0.604165	2.25628	0.604165	*
C1QL2	0.604133	1.02787	0.604133	*
MYO1F	0.604051	2.21235	0.604051	*
OOEP	0.760414	0.603558	0.603558	-
GZF1	0.602674	1.59413	0.602674	*
CDADC1	0.602267	1.12337	0.602267	*
ZNF385B	0.601273	1.05098	0.601273	*
TMEM63C	0.601154	1.7254	0.601154	*
SPATA17	0.601076	1.42639	0.601076	*
KCNU1	0.600726	1.50144	0.600726	*
CCDC109B	0.600473	0.721688	0.600473	*
ANKRD20A4	0.838393	0.600473	0.600473	-
EPN1	0.600325	1.48046	0.600325	*
HKR1	0.600316	1.01454	0.600316	*
