#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
PARN	0.808827	1.04442	0.808827	*
GLT8D1	0.808684	1.34605	0.808684	*
PAPD4	0.808456	1.20274	0.808456	*
GOT1	0.808351	1.45007	0.808351	*
CCDC64	0.80827	1.53247	0.80827	*
TRIM17	0.808257	1.74112	0.808257	*
NANOS2	0.907371	0.808112	0.808112	-
TM6SF1	0.808049	1.0283	0.808049	*
SLC35G6	2.16971	0.806969	0.806969	-
RBBP8	0.806649	1.75041	0.806649	*
XKR3	0.806458	1.31602	0.806458	*
PCDHGA7	0.806383	2.34093	0.806383	*
SC5D	0.80634	1.32904	0.80634	*
CYLC1	0.80612	3.18719	0.80612	*
CNTN3	0.805828	2.13029	0.805828	*
INTS8	0.805478	2.45773	0.805478	*
LHFPL3	0.805149	1.14336	0.805149	*
TLR9	0.805028	2.17758	0.805028	*
ADAMTS16	0.80485	4.11683	0.80485	*
SLA	0.804497	0.971462	0.804497	*
FZR1	0.804001	1.10956	0.804001	*
DYNC1LI1	0.80385	1.37818	0.80385	*
GSTM3	0.803781	0.955728	0.803781	*
MAPKAPK5	0.803516	1.3619	0.803516	*
HNRNPAB	0.80348	1.2082	0.80348	*
COG6	0.803019	2.06231	0.803019	*
CFAP45	0.802976	2.3535	0.802976	*
AP3B1	0.802707	2.37214	0.802707	*
HNRNPA3	0.802131	1.09094	0.802131	*
TUB	0.801981	2.0319	0.801981	*
KRT31	0.801951	1.83335	0.801951	*
ERGIC3	0.801755	0.894716	0.801755	*
HLA-B	0.801666	1.48388	0.801666	*
RASSF2	0.801523	1.77023	0.801523	*
SERPINI1	0.801314	1.27693	0.801314	*
MKLN1	0.801313	1.49155	0.801313	*
PRKACG	0.801037	1.36586	0.801037	*
HOOK3	0.800802	1.59983	0.800802	*
AMIGO1	1.20114	0.800794	0.800794	-
AVPR1A	0.800768	2.17675	0.800768	*
CSRNP3	0.800342	1.39323	0.800342	*
OR2L13	0.800169	1.46713	0.800169	*
PHACTR4	0.8001	1.77639	0.8001	*
ZNF275	0.799806	1.26971	0.799806	*
TRAPPC3L	0.799482	1.77621	0.799482	*
SYMPK	0.799333	2.33552	0.799333	*
HS3ST2	0.799147	1.76992	0.799147	*
CHRD	0.799092	2.14547	0.799092	*
RBCK1	0.799028	1.22744	0.799028	*
FMO5	0.798868	2.30269	0.798868	*
CTTNBP2	0.798834	4.95043	0.798834	*
DIS3	0.798526	1.92252	0.798526	*
PDYN	0.798451	2.11829	0.798451	*
ARMCX5	0.964769	0.797996	0.797996	-
ZNF345	0.797798	1.04135	0.797798	*
PDE8B	0.797478	2.74812	0.797478	*
BCAT1	0.797135	1.31703	0.797135	*
DHX16	0.797056	1.92226	0.797056	*
CDH1	0.796527	2.40226	0.796527	*
CFDP1	0.79637	1.3247	0.79637	*
INTS7	0.795949	2.29791	0.795949	*
SP3	0.795909	1.83149	0.795909	*
SLC38A9	0.795631	2.05523	0.795631	*
PLXNA2	0.795628	3.37705	0.795628	*
SLCO4C1	0.795428	1.49914	0.795428	*
TRIM67	0.795313	1.14714	0.795313	*
ZNF668	0.794967	1.42276	0.794967	*
MARK3	0.794817	1.74942	0.794817	*
KCNE5	0.794357	1.03238	0.794357	*
KNOP1	0.794216	1.62758	0.794216	*
MFSD14A	0.793805	0.972767	0.793805	*
MTHFD2L	0.793672	0.81097	0.793672	*
ZMYM1	0.793466	1.36083	0.793466	*
ALG6	0.793328	1.52651	0.793328	*
NPTX2	0.792911	1.36435	0.792911	*
IL1R1	0.792655	1.69883	0.792655	*
MMP26	0.792575	1.77299	0.792575	*
ADCY5	0.792522	3.19423	0.792522	*
MYRIP	0.79239	1.61555	0.79239	*
OLR1	0.810611	0.792354	0.792354	-
ZNF776	0.791912	1.38871	0.791912	*
KDM5A	0.791852	2.89185	0.791852	*
SLC25A37	0.975474	0.791697	0.791697	-
PRKAA2	0.791256	2.09572	0.791256	*
SUPT20HL1	1.73644	0.791217	0.791217	-
CH25H	0.791096	1.36816	0.791096	*
BMPR1B	0.791036	1.91906	0.791036	*
HCN2	0.790922	1.26631	0.790922	*
LGALS4	0.790913	1.18556	0.790913	*
TTF1	0.790612	2.77707	0.790612	*
MTDH	0.790554	1.68784	0.790554	*
ZIK1	0.790512	1.39433	0.790512	*
INO80	0.790417	1.21797	0.790417	*
BAX	0.790378	0.924141	0.790378	*
SLC13A1	0.790152	1.02139	0.790152	*
OXR1	0.78987	1.81008	0.78987	*
RNF19A	0.789482	1.81983	0.789482	*
BCAP29	0.789457	1.38847	0.789457	*
GRN	0.788932	1.47857	0.788932	*
KLC1	0.788546	1.55968	0.788546	*
SSBP2	0.788456	1.08788	0.788456	*
SLC18A3	0.787915	2.22097	0.787915	*
LANCL2	0.787771	1.6738	0.787771	*
ZFP28	0.787257	1.67362	0.787257	*
TRIM22	0.787257	1.85278	0.787257	*
NAV1	0.787117	2.73536	0.787117	*
LSMEM1	0.787023	0.937183	0.787023	*
DUXA	0.786975	0.981692	0.786975	*
C14orf39	0.78694	1.3559	0.78694	*
UBAP2L	0.786602	1.76463	0.786602	*
ELF4	0.786505	1.79909	0.786505	*
ANKRD34C	0.786432	1.03828	0.786432	*
INTS4	0.786333	2.0295	0.786333	*
TRPM3	0.785289	2.80195	0.785289	*
LDB1	0.785171	1.50074	0.785171	*
P2RY8	0.785129	1.56468	0.785129	*
DRP2	0.785124	1.49197	0.785124	*
GLI1	0.784532	2.40001	0.784532	*
ZNF397	0.784327	0.945812	0.784327	*
MAZ	0.783349	1.56259	0.783349	*
GPR174	0.78319	1.18179	0.78319	*
DPP3	0.783142	0.998517	0.783142	*
GALNT1	0.783117	1.04696	0.783117	*
PCDHA13	0.782853	3.52924	0.782853	*
IRF5	0.782835	0.848714	0.782835	*
WDR11	0.782762	1.40633	0.782762	*
IDH1	0.782574	1.29112	0.782574	*
TEAD2	0.782558	1.87586	0.782558	*
ACTC1	0.782473	0.863744	0.782473	*
PCDHA12	0.782411	3.13376	0.782411	*
NSD1	0.781994	3.10814	0.781994	*
OSCP1	0.790228	0.781836	0.781836	-
TRIM23	0.781835	0.871222	0.781835	*
TRAF3	0.781758	1.43006	0.781758	*
FBXO3	0.781567	1.1557	0.781567	*
CCDC109B	0.781542	0.913748	0.781542	*
ANKRD17	0.781221	3.72872	0.781221	*
TUBG2	0.781038	1.04155	0.781038	*
PROS1	0.780928	2.11042	0.780928	*
SYCP2L	0.780682	1.38002	0.780682	*
SMYD1	0.780584	1.36383	0.780584	*
C10orf2	0.7802	1.53379	0.7802	*
RARS2	0.780091	1.96202	0.780091	*
OR7C1	0.779978	1.25773	0.779978	*
ATXN3	1.2121	0.779706	0.779706	-
MAMSTR	0.779663	1.31449	0.779663	*
RFX3	1.19953	0.779545	0.779545	-
KCNMB2	0.779515	1.18035	0.779515	*
KRTAP4-3	0.779384	0.975259	0.779384	*
PTDSS1	0.779296	1.1403	0.779296	*
MYO1F	0.779201	2.65522	0.779201	*
ANKRD45	0.77821	1.1535	0.77821	*
TEKT4	2.19566	0.77795	0.77795	-
TTC39A	0.777665	1.5622	0.777665	*
MSANTD4	0.777647	0.821744	0.777647	*
GCNT4	0.777329	1.85683	0.777329	*
XRCC5	0.777327	1.75515	0.777327	*
CD2BP2	0.77728	1.21842	0.77728	*
IFRD1	0.777059	1.21747	0.777059	*
ABCG1	0.777052	1.33412	0.777052	*
MLLT10	0.776937	2.08071	0.776937	*
MYC	0.776851	1.16796	0.776851	*
FBXL19	0.776361	1.37136	0.776361	*
PBDC1	0.77624	0.833203	0.77624	*
PCDHGA11	0.77585	2.40417	0.77585	*
SLC6A11	0.775745	2.54757	0.775745	*
STAU2	0.775728	1.77354	0.775728	*
RBM4B	0.775586	0.835768	0.775586	*
PRKG2	0.775481	1.22669	0.775481	*
PRMT2	0.775392	2.06575	0.775392	*
ITCH	0.775157	2.16402	0.775157	*
EIF4ENIF1	0.775113	1.65053	0.775113	*
GCLC	0.775017	1.00651	0.775017	*
CTNNBL1	0.77498	1.39583	0.77498	*
CCDC82	0.77493	1.08732	0.77493	*
CERKL	0.774682	1.55908	0.774682	*
PLAU	0.774465	1.60954	0.774465	*
MEN1	0.774417	1.16182	0.774417	*
LTBR	0.774353	1.18663	0.774353	*
RGS21	0.774273	1.39928	0.774273	*
RAP1GDS1	0.774228	1.17374	0.774228	*
SLC26A2	0.774202	1.42414	0.774202	*
ATP13A3	0.77418	2.90258	0.77418	*
AGBL4	0.774104	1.26856	0.774104	*
FCGR3A	1.52643	0.774071	0.774071	-
ZNF804A	0.773968	4.23319	0.773968	*
ALDH18A1	0.773887	1.68936	0.773887	*
STIM2	0.773749	1.36602	0.773749	*
PIKFYVE	0.77312	2.71691	0.77312	*
ZNF182	0.772945	1.05768	0.772945	*
UBQLN4	0.772762	1.07049	0.772762	*
GOSR1	0.841834	0.772749	0.772749	-
ANK1	0.772312	3.04009	0.772312	*
BBS7	0.772223	1.22993	0.772223	*
FHOD3	0.772095	3.26113	0.772095	*
WDR44	0.771959	1.08169	0.771959	*
RTP1	0.771751	0.929428	0.771751	*
UTP4	0.77154	1.09316	0.77154	*
CLSTN2	0.771534	2.56403	0.771534	*
CCDC172	0.771532	1.10193	0.771532	*
GSTM5	0.824343	0.771516	0.771516	-
DDI1	0.771484	2.74327	0.771484	*
CDC40	0.789856	0.77137	0.77137	-
B3GALNT1	0.771081	0.771214	0.771081	*
ARHGEF11	0.77106	2.14197	0.77106	*
OTOP2	0.770969	2.46615	0.770969	*
ZNF460	0.770867	0.854197	0.770867	*
SLC5A7	0.770509	1.3268	0.770509	*
GNRH1	0.803131	0.770279	0.770279	-
TLE2	0.770208	1.12365	0.770208	*
IKZF2	0.769423	1.09347	0.769423	*
HS3ST3B1	0.769188	0.871444	0.769188	*
MARVELD2	0.76913	2.26038	0.76913	*
PIK3CD	0.76899	1.65174	0.76899	*
EPB41L3	0.76863	2.90426	0.76863	*
RHOT1	0.76859	1.57493	0.76859	*
ACTN2	0.768562	1.49423	0.768562	*
STOX2	0.76848	2.04747	0.76848	*
GULP1	0.768406	0.96793	0.768406	*
KAT2A	0.767972	1.05318	0.767972	*
LILRB3	0.964404	0.767904	0.767904	-
GON4L	0.767865	2.33343	0.767865	*
RGS20	0.767815	2.6804	0.767815	*
SYT14	0.767747	1.4825	0.767747	*
KANSL1	0.767433	4.29342	0.767433	*
FKBP6	0.767217	0.87152	0.767217	*
ZNF292	0.766812	4.39062	0.766812	*
ZBTB11	0.766619	1.3543	0.766619	*
FASTKD1	0.766497	2.34113	0.766497	*
FYB	0.766451	3.58178	0.766451	*
BCKDK	0.766426	1.15724	0.766426	*
DCTN2	0.76629	1.61227	0.76629	*
JKAMP	0.793045	0.766214	0.766214	-
ITGA5	0.765553	2.05611	0.765553	*
DDX4	0.765357	0.891608	0.765357	*
RXRB	0.765347	1.25454	0.765347	*
SENP5	0.765177	1.03013	0.765177	*
GABRA4	0.765163	1.46403	0.765163	*
ZNF329	0.765088	2.20672	0.765088	*
ZDHHC23	0.765055	1.01161	0.765055	*
NUDCD3	0.765027	1.55957	0.765027	*
CSRP2BP	0.764854	1.83896	0.764854	*
BHLHE22	0.764725	1.29089	0.764725	*
RHBG	0.764452	1.25484	0.764452	*
ALX4	0.764248	2.61645	0.764248	*
TSHZ2	0.764228	3.64381	0.764228	*
ZNF713	0.763799	1.07088	0.763799	*
KCNK2	0.763783	1.21269	0.763783	*
ARMC3	0.763649	2.7091	0.763649	*
PPP1R2	0.7634	1.56257	0.7634	*
TTC28	0.76329	3.29383	0.76329	*
ZNF524	0.762703	1.47595	0.762703	*
RAPGEF1	0.762511	1.73863	0.762511	*
STRADB	0.762473	0.954198	0.762473	*
CXCR2	0.761333	0.892727	0.761333	*
NKX6-2	0.761222	1.31595	0.761222	*
SLC17A7	0.761106	1.41361	0.761106	*
ZC3H18	0.761099	2.55485	0.761099	*
CLASP1	0.761072	2.72912	0.761072	*
TACR1	0.760984	1.11128	0.760984	*
ZDBF2	0.760909	3.09093	0.760909	*
PAPPA	0.760809	5.68643	0.760809	*
SLC39A7	0.760667	1.26928	0.760667	*
DDX10	0.76066	1.7775	0.76066	*
MLH1	0.760635	1.95107	0.760635	*
SIN3B	0.760413	1.69141	0.760413	*
PAF1	0.759832	1.82526	0.759832	*
PBX3	0.759824	1.22052	0.759824	*
TMCC1	0.759814	1.7482	0.759814	*
SULT1E1	0.795057	0.759809	0.759809	-
CEP41	0.759558	0.858176	0.759558	*
HNF1B	2.19568	0.75919	0.75919	-
ZBTB22	0.758829	1.5118	0.758829	*
ZNF133	0.758503	1.789	0.758503	*
C7orf49	0.758347	0.986622	0.758347	*
FAM71F1	0.758233	0.834973	0.758233	*
PTPN5	0.757586	1.23843	0.757586	*
CHD9	0.757027	3.70958	0.757027	*
BTBD9	0.756981	1.13515	0.756981	*
PAPOLA	0.756858	1.48226	0.756858	*
TEX13A	0.756814	0.91709	0.756814	*
PPM1L	0.756799	1.89723	0.756799	*
DDX19A	0.756659	1.31881	0.756659	*
ZNF236	0.756281	2.08385	0.756281	*
CASQ2	0.756253	1.23941	0.756253	*
MMAA	0.756055	1.0999	0.756055	*
TCAF2	0.756027	0.779558	0.756027	*
MAP3K10	0.756024	1.92142	0.756024	*
DNAJC3	0.756014	1.44099	0.756014	*
PPM1A	0.755336	1.47728	0.755336	*
PCDH12	0.754876	3.23118	0.754876	*
SPATA17	0.75473	1.72039	0.75473	*
FNTA	0.754357	1.04652	0.754357	*
DLK1	0.754136	1.0247	0.754136	*
ZNF689	0.754009	1.36523	0.754009	*
C1orf141	0.753973	1.08269	0.753973	*
HOXD4	0.753958	1.6708	0.753958	*
SLC35F1	0.753823	0.806712	0.753823	*
PLRG1	0.753808	1.57538	0.753808	*
ITGAV	0.753706	3.39784	0.753706	*
CCPG1	0.753439	2.21208	0.753439	*
CD70	0.753026	0.912123	0.753026	*
MPP1	0.753009	1.05937	0.753009	*
MAP4K3	0.752873	0.962222	0.752873	*
FGF14	0.752587	1.64283	0.752587	*
PCDH15	0.752498	6.81732	0.752498	*
SEMA6D	0.752266	1.67535	0.752266	*
CHAF1B	0.752189	1.10254	0.752189	*
SLC2A3	0.751996	1.22592	0.751996	*
MESDC2	0.837413	0.751798	0.751798	-
SLCO1B3	0.751659	1.94912	0.751659	*
USP21	0.751347	1.29862	0.751347	*
PCGF1	0.751195	1.34654	0.751195	*
OR51A7	0.75119	1.59695	0.75119	*
AP1G1	0.75111	1.67744	0.75111	*
MUL1	0.750644	1.2055	0.750644	*
SEC22C	0.750638	1.35575	0.750638	*
SLC23A1	0.750585	1.55447	0.750585	*
DDX19B	0.750488	0.892368	0.750488	*
DIAPH3	0.750344	3.00448	0.750344	*
FAM213A	0.750333	1.20343	0.750333	*
GOLGA1	0.750228	1.8483	0.750228	*
KAT6A	0.750204	3.12312	0.750204	*
GARS	0.888752	0.750057	0.750057	-
RELN	0.749684	4.60859	0.749684	*
ARL2BP	0.820258	0.749349	0.749349	-
ZNF366	0.749161	1.85579	0.749161	*
OR4D10	0.749109	1.48933	0.749109	*
MITF	0.749102	1.49126	0.749102	*
PHC2	0.749052	2.12028	0.749052	*
PARD6G	0.748884	1.1579	0.748884	*
SPATA16	0.748731	2.14992	0.748731	*
AACS	0.748703	0.942212	0.748703	*
PCDHGA6	0.748499	2.76786	0.748499	*
ZZZ3	0.748494	1.39152	0.748494	*
ZNF528	0.7482	1.81164	0.7482	*
PUM1	0.74792	1.96101	0.74792	*
USP38	0.74764	1.60481	0.74764	*
DUSP22	0.747416	1.31901	0.747416	*
LSAMP	0.746939	1.4857	0.746939	*
CDK17	0.746727	1.08995	0.746727	*
AQP2	0.778934	0.746414	0.746414	-
WDR45B	0.746198	0.962086	0.746198	*
CPED1	0.746111	2.31336	0.746111	*
TAF8	0.746067	0.878096	0.746067	*
H2AFY2	0.745738	1.28012	0.745738	*
VDAC1	0.745437	1.15268	0.745437	*
BMP1	0.745223	2.22106	0.745223	*
NTN4	0.745095	1.52139	0.745095	*
OR13C5	0.744787	1.231	0.744787	*
ZNF578	0.744671	1.88339	0.744671	*
RNF180	0.744661	1.84015	0.744661	*
PKD2L2	0.74466	1.75541	0.74466	*
CMIP	0.744652	0.803326	0.744652	*
DENND4A	0.744581	1.92769	0.744581	*
TMCC3	0.744366	0.94131	0.744366	*
KRTAP4-9	0.744219	0.813078	0.744219	*
FLT1	0.744184	2.38058	0.744184	*
MYO1E	0.744072	1.92593	0.744072	*
RAF1	0.743788	1.81935	0.743788	*
BEND5	0.743752	1.77321	0.743752	*
C5orf52	0.749957	0.743749	0.743749	-
KCNN2	0.743339	1.33611	0.743339	*
WDFY2	0.742702	1.04398	0.742702	*
EBF2	0.742616	1.30947	0.742616	*
MIA3	0.742349	3.39262	0.742349	*
SNX27	1.09217	0.742245	0.742245	-
PRM2	0.742161	1.20423	0.742161	*
ARHGAP32	0.742088	2.55437	0.742088	*
GIF	0.741771	1.00441	0.741771	*
DGAT1	0.741554	1.00917	0.741554	*
CLGN	0.741533	2.30969	0.741533	*
B4GALNT1	0.741496	2.43521	0.741496	*
LEF1	0.741475	1.77436	0.741475	*
EN1	0.741301	1.00112	0.741301	*
NKAPL	0.741115	2.07431	0.741115	*
ACTL6A	0.740967	0.784685	0.740967	*
CKAP2	0.740905	2.92406	0.740905	*
ZNF583	0.740719	1.59259	0.740719	*
ULK2	0.740586	3.03175	0.740586	*
ZC3H12B	0.740496	1.41157	0.740496	*
PRPF38B	0.740422	1.31565	0.740422	*
RNF103	0.740354	1.84001	0.740354	*
IHH	0.740174	1.44274	0.740174	*
CLEC1A	0.740078	0.997371	0.740078	*
MOV10	0.740018	1.73729	0.740018	*
GRAMD1B	0.739659	2.44047	0.739659	*
SSTR4	0.739654	2.54751	0.739654	*
PHAX	0.739627	1.13309	0.739627	*
TMEM161B	0.73934	1.59379	0.73934	*
ASCC2	0.739254	0.926379	0.739254	*
PIGK	0.739198	1.32831	0.739198	*
SLC2A10	0.739127	1.18039	0.739127	*
ADGB	0.738933	4.2807	0.738933	*
ERCC6L	0.738812	1.40651	0.738812	*
ATG2B	0.738657	2.73505	0.738657	*
DHX29	0.738507	3.16274	0.738507	*
TTLL9	0.738296	1.8628	0.738296	*
CEP128	0.738209	1.65299	0.738209	*
BRINP2	0.738142	2.56183	0.738142	*
CCR3	0.737856	2.09223	0.737856	*
ACKR4	3.07993	0.7377	0.7377	-
ATP1B2	0.737525	0.880586	0.737525	*
C10orf76	0.737404	1.58133	0.737404	*
PCDHA8	0.737349	3.61322	0.737349	*
METTL13	0.737201	1.77411	0.737201	*
SRP68	0.736981	1.72656	0.736981	*
TMOD2	0.736929	1.49806	0.736929	*
OR2L8	2.23073	0.736788	0.736788	-
CCNC	0.736475	0.765677	0.736475	*
ACTRT1	0.736444	1.01202	0.736444	*
COL21A1	0.736254	1.84535	0.736254	*
MAGEA6	1.41481	0.736028	0.736028	-
GPR87	0.735852	1.18956	0.735852	*
VSTM2B	0.735322	1.12175	0.735322	*
TSPYL2	0.735218	1.65278	0.735218	*
AADAC	0.735116	0.983999	0.735116	*
GABPB1	0.781135	0.735098	0.735098	-
PRSS35	0.734739	1.79757	0.734739	*
PCDHB8	0.734444	4.70551	0.734444	*
ZC3H12C	0.734379	2.10177	0.734379	*
EPHX1	0.734171	1.25191	0.734171	*
OR1N2	0.734004	0.9523	0.734004	*
ZNF45	0.733988	1.68866	0.733988	*
STK31	0.733802	2.34233	0.733802	*
ZFP57	0.73368	1.25866	0.73368	*
SNAPC1	0.733617	1.22178	0.733617	*
PTGS2	0.733603	1.8689	0.733603	*
GNPTAB	0.733579	2.54565	0.733579	*
TLR8	0.7334	1.4042	0.7334	*
ANKRD40	0.732981	0.85313	0.732981	*
PRRC2C	0.732771	3.09659	0.732771	*
OR6C74	0.783376	0.732758	0.732758	-
GK5	0.7327	1.1995	0.7327	*
OR4M2	0.732624	1.98889	0.732624	*
DARS2	0.732616	2.46372	0.732616	*
MAK	0.732581	1.54899	0.732581	*
ZC3H11A	0.732509	2.50068	0.732509	*
ZNF789	0.732301	0.858785	0.732301	*
VPS41	0.732057	1.59219	0.732057	*
DDIT4L	0.731588	1.04726	0.731588	*
ZNFX1	0.731537	2.1574	0.731537	*
TMC1	0.731415	1.2941	0.731415	*
HAPLN1	0.731338	1.85239	0.731338	*
INSR	0.731315	1.69106	0.731315	*
OR5T2	0.730978	1.58136	0.730978	*
CRNN	0.730913	1.46806	0.730913	*
RTKN2	0.730798	2.89364	0.730798	*
STXBP5L	0.730335	2.14841	0.730335	*
MORC4	0.730318	1.28388	0.730318	*
SLC18A2	0.730244	1.09425	0.730244	*
B3GALT5	0.73015	1.11325	0.73015	*
NT5C3A	0.729771	1.08582	0.729771	*
TCP1	0.729727	0.849689	0.729727	*
SLC12A9	0.729416	2.32354	0.729416	*
PDE1C	0.7291	2.44536	0.7291	*
INTS2	0.729073	2.20368	0.729073	*
RDX	0.728932	1.52727	0.728932	*
CALN1	0.728433	0.73277	0.728433	*
TLN1	0.728423	3.93937	0.728423	*
PTGFR	0.728366	1.48015	0.728366	*
SPTLC3	0.728203	1.3763	0.728203	*
MYSM1	0.72818	1.08106	0.72818	*
RFPL1	1.53961	0.728121	0.728121	-
NR5A2	0.727796	1.11437	0.727796	*
ZFP37	0.727627	0.878729	0.727627	*
PKN2	0.726986	2.07609	0.726986	*
PDE4A	0.726954	1.73457	0.726954	*
SMARCD1	0.815374	0.726612	0.726612	-
PEX2	0.726525	1.29315	0.726525	*
FHOD1	0.726343	1.82799	0.726343	*
NHS	0.726146	2.07418	0.726146	*
FGD6	0.726145	2.48159	0.726145	*
CXorf66	0.726118	1.18056	0.726118	*
CBLB	0.726092	1.45131	0.726092	*
GJB1	0.725942	1.18361	0.725942	*
SMARCD3	0.725739	1.17421	0.725739	*
KDELR1	1.08508	0.725739	0.725739	-
UGT3A2	0.725721	2.17925	0.725721	*
TARS2	0.72504	1.3199	0.72504	*
PPT2	0.725023	1.55962	0.725023	*
RASGRP3	0.724737	1.55523	0.724737	*
NPY2R	0.724731	1.86976	0.724731	*
NRROS	0.724654	1.62964	0.724654	*
SPOPL	0.724567	1.23746	0.724567	*
KRTAP4-7	1.21455	0.724095	0.724095	-
CCDC39	0.724093	3.27287	0.724093	*
ARL13A	0.723893	0.995755	0.723893	*
C3	0.723788	2.76149	0.723788	*
HNF1A	0.723754	1.5214	0.723754	*
OR5L1	0.723726	1.39601	0.723726	*
MAP4K5	0.723621	2.01543	0.723621	*
HIF3A	0.723449	2.22426	0.723449	*
BOP1	0.75317	0.723092	0.723092	-
GPR37	0.723041	1.97364	0.723041	*
SERPING1	0.722989	0.868874	0.722989	*
SNX33	0.722988	1.18297	0.722988	*
AIFM1	0.722865	0.980615	0.722865	*
TUBG1	0.925385	0.722745	0.722745	-
CLVS1	0.722736	1.1924	0.722736	*
ELF3	0.722294	1.41827	0.722294	*
OFD1	0.721989	2.06772	0.721989	*
RPAP3	0.721339	1.6576	0.721339	*
GDPD2	0.721226	1.0916	0.721226	*
PAX5	0.721187	2.40698	0.721187	*
PRICKLE1	0.721153	2.37793	0.721153	*
OR2AK2	0.721138	0.97799	0.721138	*
KRTAP27-1	0.72112	1.31948	0.72112	*
CBL	0.721053	1.61377	0.721053	*
TBC1D23	0.721007	1.23605	0.721007	*
SH3KBP1	0.720576	0.932109	0.720576	*
MAGEB1	0.720424	1.25437	0.720424	*
DPYSL3	0.720368	0.95934	0.720368	*
CCDC140	0.720162	1.34048	0.720162	*
FNBP4	0.720161	2.01494	0.720161	*
ATAD2B	0.719921	2.67272	0.719921	*
MCF2L2	0.719883	2.33146	0.719883	*
FOXD4L5	1.62197	0.71986	0.71986	-
CAMTA2	0.719689	1.90761	0.719689	*
OSBPL10	0.719632	1.48037	0.719632	*
BMP10	0.718632	1.66882	0.718632	*
NUPL2	0.718595	1.30067	0.718595	*
WSCD2	0.718569	2.40999	0.718569	*
MYOZ2	0.735768	0.718569	0.718569	-
RASA3	0.7184	2.15723	0.7184	*
LGSN	0.718378	1.53535	0.718378	*
BACE1	0.718322	1.13484	0.718322	*
NEK1	0.718174	2.86939	0.718174	*
PDHB	0.7188	0.718123	0.718123	-
GPR173	0.717902	0.788337	0.717902	*
FTMT	0.717853	1.56649	0.717853	*
BIVM	0.717705	0.931628	0.717705	*
PRPF38A	0.851589	0.717592	0.717592	-
SOX3	0.717474	1.393	0.717474	*
PKD2	0.717472	2.16496	0.717472	*
TUBA3D	2.40858	0.717132	0.717132	-
PIM2	0.948829	0.717055	0.717055	-
CEP78	0.717038	1.6818	0.717038	*
FSCN1	0.716647	0.837299	0.716647	*
DNAJC11	0.716524	1.34349	0.716524	*
NDN	0.716463	1.34606	0.716463	*
KLHL6	0.716413	2.11028	0.716413	*
CYP11B2	0.716264	1.09345	0.716264	*
FIGNL1	0.716208	1.18594	0.716208	*
WDR37	0.716195	1.14696	0.716195	*
WDR17	0.716178	3.50038	0.716178	*
FGF5	0.910737	0.71616	0.71616	-
CCDC178	0.716053	2.36947	0.716053	*
RC3H2	0.715595	1.96382	0.715595	*
OR6N2	0.715577	0.937189	0.715577	*
KCNQ4	0.715372	1.96251	0.715372	*
ZNF644	0.714862	1.73745	0.714862	*
CYP2A6	0.714852	0.916952	0.714852	*
ZNF43	0.714794	2.71527	0.714794	*
TMEM109	0.714775	1.05025	0.714775	*
PRKAR2B	0.714612	0.860998	0.714612	*
ASAP2	0.714523	2.50773	0.714523	*
MEF2D	0.714325	1.11107	0.714325	*
GREB1L	0.714309	2.97603	0.714309	*
RPE65	0.714167	2.02708	0.714167	*
PDZD11	0.90205	0.71397	0.71397	-
SEMA6B	0.713658	2.34225	0.713658	*
PSMA3	0.818703	0.713316	0.713316	-
PTCHD4	0.713176	1.6932	0.713176	*
PPP5C	0.713167	1.2973	0.713167	*
ATP6V1A	0.713089	0.934126	0.713089	*
WIF1	0.712973	1.03507	0.712973	*
PNMAL2	0.71266	1.0518	0.71266	*
CIITA	0.712456	2.31519	0.712456	*
BICD2	0.712144	1.52059	0.712144	*
ZNF879	0.7121	2.02032	0.7121	*
MCMBP	1.03136	0.711942	0.711942	-
PCMTD2	0.711499	1.20803	0.711499	*
KANSL2	0.711438	0.971957	0.711438	*
TNNT3	0.710967	1.07257	0.710967	*
TPD52L2	0.710937	0.813249	0.710937	*
ANKRD20A4	0.820584	0.710777	0.710777	-
PPP1R13B	0.710669	1.70606	0.710669	*
GPC4	0.710615	1.31456	0.710615	*
ZNF490	0.710423	1.39958	0.710423	*
ZNF671	0.710299	1.09517	0.710299	*
KCNN3	0.710069	2.10481	0.710069	*
DDX60	0.709699	2.29281	0.709699	*
ABCG4	0.70969	1.53119	0.70969	*
BACH1	0.709586	0.731665	0.709586	*
UNK	0.709582	1.78866	0.709582	*
SPG21	0.709541	1.13102	0.709541	*
JUN	0.70952	1.07256	0.70952	*
ZNF131	0.709504	1.61393	0.709504	*
CYTH3	0.709502	1.05243	0.709502	*
GUCY2F	0.709486	2.35085	0.709486	*
PASD1	0.709392	2.07549	0.709392	*
PEX5	0.709366	1.0345	0.709366	*
SYT4	0.709087	1.11163	0.709087	*
SGMS2	0.709071	1.35616	0.709071	*
PCID2	0.709068	1.22387	0.709068	*
RNF19B	0.709066	1.06586	0.709066	*
MYEF2	0.708905	1.60714	0.708905	*
SRPRA	0.708819	1.05628	0.708819	*
USP39	0.70858	1.32321	0.70858	*
SLC45A3	0.708331	1.14675	0.708331	*
OR8H3	0.708136	1.62129	0.708136	*
CPNE3	0.707843	2.39972	0.707843	*
CEP120	0.707556	1.65571	0.707556	*
HOXD1	0.707495	0.893074	0.707495	*
KRTAP5-1	0.707126	0.75817	0.707126	*
HEATR5B	0.707085	2.86254	0.707085	*
