#GENE	BCOM_SCORE	1000G_SCORE	MIN_SCORE	ID
NDUFS8	0.281177	0.219523	0.219523	-
NCKIPSD	0.290605	0.219523	0.219523	-
NCF4	0.405426	0.219523	0.219523	-
NAGS	0.408092	0.219523	0.219523	-
MRGPRX3	0.465487	0.219523	0.219523	-
MKLN1	0.31523	0.219523	0.219523	-
MGLL	0.236006	0.219523	0.219523	-
MFSD2B	0.339712	0.219523	0.219523	-
MEIS3	0.415933	0.219523	0.219523	-
MED14	0.323264	0.219523	0.219523	-
MAK	0.230733	0.219523	0.219523	-
LRRC40	0.558251	0.219523	0.219523	-
LIG4	0.357006	0.219523	0.219523	-
LBR	0.375569	0.219523	0.219523	-
KRTAP4-3	0.488256	0.219523	0.219523	-
KEAP1	0.38512	0.219523	0.219523	-
IP6K3	0.296272	0.219523	0.219523	-
IL11RA	0.416753	0.219523	0.219523	-
IGSF8	0.248865	0.219523	0.219523	-
IGBP1	0.622908	0.219523	0.219523	-
IFT81	0.347096	0.219523	0.219523	-
HPX	0.265502	0.219523	0.219523	-
HOXB1	0.282138	0.219523	0.219523	-
HOMER3	0.375064	0.219523	0.219523	-
HGF	0.339533	0.219523	0.219523	-
HERC6	0.274059	0.219523	0.219523	-
GRK4	0.353974	0.219523	0.219523	-
GPATCH11	0.623052	0.219523	0.219523	-
GLTSCR1L	0.248685	0.219523	0.219523	-
GJB6	0.299188	0.219523	0.219523	-
GH1	0.278966	0.219523	0.219523	-
GGTLC1	0.394984	0.219523	0.219523	-
GFRA3	0.452658	0.219523	0.219523	-
GDAP1L1	0.219704	0.219523	0.219523	-
GDA	0.335014	0.219523	0.219523	-
GCKR	0.236008	0.219523	0.219523	-
GALNT10	0.279765	0.219523	0.219523	-
GALNS	0.401904	0.219523	0.219523	-
GAL3ST4	0.420546	0.219523	0.219523	-
FZD1	0.24448	0.219523	0.219523	-
FPR1	0.276782	0.219523	0.219523	-
FAM189B	0.319581	0.219523	0.219523	-
FAM131C	0.404225	0.219523	0.219523	-
EPHX1	0.25019	0.219523	0.219523	-
EAF2	0.531162	0.219523	0.219523	-
DUSP3	0.586367	0.219523	0.219523	-
DUSP12	0.30272	0.219523	0.219523	-
DHODH	0.240954	0.219523	0.219523	-
DHH	0.432835	0.219523	0.219523	-
DERA	0.499513	0.219523	0.219523	-
DAW1	0.446918	0.219523	0.219523	-
CYTIP	0.491319	0.219523	0.219523	-
CYP4B1	0.232933	0.219523	0.219523	-
CYP2A13	0.232842	0.219523	0.219523	-
COL25A1	0.274321	0.219523	0.219523	-
CNIH2	0.487	0.219523	0.219523	-
CLRN2	0.385621	0.219523	0.219523	-
CLCN5	0.386803	0.219523	0.219523	-
CHRNG	0.24309	0.219523	0.219523	-
CHGA	0.508119	0.219523	0.219523	-
CER1	0.384476	0.219523	0.219523	-
CDKL3	0.634729	0.219523	0.219523	-
CCDC18	0.249797	0.219523	0.219523	-
CCDC116	0.266766	0.219523	0.219523	-
CASQ1	0.378102	0.219523	0.219523	-
C1orf54	0.497619	0.219523	0.219523	-
C1QA	0.220721	0.219523	0.219523	-
BTBD8	0.328021	0.219523	0.219523	-
BCL2L14	0.298573	0.219523	0.219523	-
BCHE	0.385245	0.219523	0.219523	-
B3GLCT	0.362332	0.219523	0.219523	-
ATP8A1	0.226741	0.219523	0.219523	-
ARC	0.294423	0.219523	0.219523	-
APPL1	0.367305	0.219523	0.219523	-
ANXA1	0.340521	0.219523	0.219523	-
AMER2	0.27827	0.219523	0.219523	-
ALPI	0.38014	0.219523	0.219523	-
AGBL3	0.265933	0.219523	0.219523	-
ADAMDEC1	0.382723	0.219523	0.219523	-
ADGRB2	0.21947	0.414385	0.21947	*
NAV3	0.219444	0.480912	0.219444	*
TP63	0.219392	0.604263	0.219392	*
LHCGR	0.219337	0.363325	0.219337	*
CEACAM19	0.219252	0.23139	0.219252	*
KCNQ3	0.219225	0.421306	0.219225	*
NAA60	0.219045	0.219523	0.219045	*
SLITRK1	0.218931	0.298104	0.218931	*
TNFAIP6	0.218788	0.30001	0.218788	*
SIX6	0.218767	0.251899	0.218767	*
PDE3A	0.218304	0.312269	0.218304	*
S100A14	0.2183	0.30001	0.2183	*
PDE6A	0.218281	0.384057	0.218281	*
SLC2A10	0.218188	0.252299	0.218188	*
SUGP2	0.218126	0.384057	0.218126	*
BCR	0.440066	0.217272	0.217272	-
IL19	0.217248	0.251899	0.217248	*
POLD1	0.217208	0.24094	0.217208	*
CRLF2	0.217116	0.30001	0.217116	*
KIF3B	0.217069	0.219523	0.217069	*
MYO1E	0.216962	0.259822	0.216962	*
PRRX2	0.216872	0.30001	0.216872	*
SLC7A1	0.216422	0.259822	0.216422	*
SCML4	0.21642	0.322588	0.21642	*
PDE4B	0.216366	0.322588	0.216366	*
ECM1	0.216313	0.251899	0.216313	*
TANGO6	0.216247	0.322588	0.216247	*
FAM228A	0.216181	0.450757	0.216181	*
CFHR2	0.216173	0.30001	0.216173	*
KRT77	0.216157	0.450757	0.216157	*
VPS41	0.216108	0.23139	0.216108	*
CGRRF1	0.215719	0.30001	0.215719	*
KCTD19	0.215503	0.322588	0.215503	*
GSR	0.215485	0.219523	0.215485	*
OSER1	0.215401	0.450757	0.215401	*
C2orf54	0.215389	0.251899	0.215389	*
DGKG	0.215302	0.322588	0.215302	*
RAB11FIP3	0.215286	0.358241	0.215286	*
BHLHB9	0.215265	0.30001	0.215265	*
CRMP1	0.21504	1.67502	0.21504	*
PCDHA6	0.214965	0.342068	0.214965	*
CDT1	0.214911	0.384057	0.214911	*
MYH6	0.214849	0.30768	0.214849	*
DNAH1	0.214695	0.457097	0.214695	*
PAX6	0.214663	0.23139	0.214663	*
UCMA	0.214656	0.30001	0.214656	*
DRD3	0.214613	0.219523	0.214613	*
DOCK10	0.214569	0.46911	0.214569	*
P4HA2	0.214489	0.251899	0.214489	*
CLCA1	0.214478	0.322588	0.214478	*
ANKRD30A	0.21444	0.384057	0.21444	*
PPM1K	0.214412	0.30001	0.214412	*
KCNIP3	0.214412	0.30001	0.214412	*
OR5T3	0.214367	0.30001	0.214367	*
APIP	0.214255	0.251899	0.214255	*
WDR73	0.213992	0.30001	0.213992	*
ACR	0.213743	0.421306	0.213743	*
CRNN	0.213577	0.363325	0.213577	*
DLGAP4	0.213523	0.269235	0.213523	*
IRX5	0.213493	0.450757	0.213493	*
LRRC7	0.213466	0.581324	0.213466	*
ALS2	0.213281	0.281447	0.213281	*
RNF207	0.213204	0.23139	0.213204	*
BATF2	0.213172	0.30001	0.213172	*
JAKMIP1	0.213007	0.495683	0.213007	*
NRXN2	0.212984	0.39414	0.212984	*
ULK1	0.519375	0.212346	0.212346	-
COL14A1	0.338661	0.212346	0.212346	-
CCDC65	0.212293	0.251899	0.212293	*
AMDHD2	0.212287	0.219523	0.212287	*
PGM5	0.212137	0.421306	0.212137	*
ZNF227	0.212116	0.322588	0.212116	*
STRN	0.212051	0.23139	0.212051	*
TNFSF4	0.212048	0.251899	0.212048	*
OCA2	0.211974	0.30242	0.211974	*
PCDHB5	0.211792	0.782369	0.211792	*
PDIA5	0.211776	0.363325	0.211776	*
RHOBTB1	0.211749	0.384057	0.211749	*
RSF1	0.211709	0.358241	0.211709	*
RBM27	0.211665	0.441123	0.211665	*
SHISA9	0.211651	0.23139	0.211651	*
ZNF480	0.348152	0.211608	0.211608	-
ZNF114	0.408607	0.211608	0.211608	-
XRN2	0.229998	0.211608	0.211608	-
XPO4	0.258718	0.211608	0.211608	-
WNT5A	0.429775	0.211608	0.211608	-
WEE2	0.396836	0.211608	0.211608	-
WAPL	0.380627	0.211608	0.211608	-
TSC22D2	0.408161	0.211608	0.211608	-
TRIM37	0.296508	0.211608	0.211608	-
TNFRSF25	0.409452	0.211608	0.211608	-
TMEM8B	0.316204	0.211608	0.211608	-
TLK2	0.347082	0.211608	0.211608	-
TGFB2	0.235979	0.211608	0.211608	-
TCP10L2	0.462185	0.211608	0.211608	-
SYCP1	0.419305	0.211608	0.211608	-
SULT4A1	0.54436	0.211608	0.211608	-
STIP1	0.292947	0.211608	0.211608	-
STEAP3	0.253036	0.211608	0.211608	-
SRSF4	0.339659	0.211608	0.211608	-
SPHK2	0.213491	0.211608	0.211608	-
SP110	0.294055	0.211608	0.211608	-
SNX21	0.21271	0.211608	0.211608	-
SMPDL3A	0.595673	0.211608	0.211608	-
SLFN14	0.249854	0.211608	0.211608	-
SLC37A3	0.237277	0.211608	0.211608	-
SH3RF1	0.273078	0.211608	0.211608	-
SH3GLB2	0.221657	0.211608	0.211608	-
SH2D4A	0.371813	0.211608	0.211608	-
SEMA4F	0.236971	0.211608	0.211608	-
SCAMP4	0.26167	0.211608	0.211608	-
RPN2	0.274751	0.211608	0.211608	-
RGL1	0.23891	0.211608	0.211608	-
RANBP6	0.27165	0.211608	0.211608	-
PPP2R1A	0.463224	0.211608	0.211608	-
POP1	0.310126	0.211608	0.211608	-
POC5	0.248552	0.211608	0.211608	-
PDE4C	0.239309	0.211608	0.211608	-
PADI1	0.264904	0.211608	0.211608	-
OS9	0.304626	0.211608	0.211608	-
OPTC	0.389251	0.211608	0.211608	-
OGFOD3	0.350838	0.211608	0.211608	-
NXPH4	0.490967	0.211608	0.211608	-
NTN4	0.390053	0.211608	0.211608	-
NMBR	0.333392	0.211608	0.211608	-
NDRG1	0.323931	0.211608	0.211608	-
NBPF3	0.434217	0.211608	0.211608	-
MYLK3	0.247851	0.211608	0.211608	-
MEX3A	0.347123	0.211608	0.211608	-
MEGF9	0.413075	0.211608	0.211608	-
MAPKAP1	0.271912	0.211608	0.211608	-
KRT24	0.299313	0.211608	0.211608	-
KIAA1324L	0.395569	0.211608	0.211608	-
KCNN3	0.404709	0.211608	0.211608	-
JMY	0.254217	0.211608	0.211608	-
IL1RAPL1	0.2693	0.211608	0.211608	-
IGSF9	0.294987	0.211608	0.211608	-
HIST1H1C	0.28148	0.211608	0.211608	-
GRIA3	0.494267	0.211608	0.211608	-
GPR142	0.221505	0.211608	0.211608	-
GNA11	0.255604	0.211608	0.211608	-
GHSR	0.255909	0.211608	0.211608	-
GHR	0.376117	0.211608	0.211608	-
EPB41	0.379327	0.211608	0.211608	-
EDNRA	0.461545	0.211608	0.211608	-
DYTN	0.301717	0.211608	0.211608	-
DUSP14	0.587684	0.211608	0.211608	-
DLGAP5	0.568617	0.211608	0.211608	-
DHX40	0.243957	0.211608	0.211608	-
CPVL	0.502305	0.211608	0.211608	-
CPA5	0.251665	0.211608	0.211608	-
CLK4	0.306539	0.211608	0.211608	-
CHST9	0.248223	0.211608	0.211608	-
CENPT	0.475243	0.211608	0.211608	-
CD22	0.217144	0.211608	0.211608	-
CD1D	0.420796	0.211608	0.211608	-
CCDC9	0.222859	0.211608	0.211608	-
CACNB4	0.265106	0.211608	0.211608	-
CACNA2D1	0.212627	0.211608	0.211608	-
C7	0.212544	0.211608	0.211608	-
C1orf64	0.542214	0.211608	0.211608	-
C14orf37	0.228486	0.211608	0.211608	-
B4GALT6	0.35573	0.211608	0.211608	-
ATP8B4	0.287669	0.211608	0.211608	-
ATP5SL	0.570294	0.211608	0.211608	-
ASCC2	0.323082	0.211608	0.211608	-
ARHGEF33	0.289153	0.211608	0.211608	-
AQP12B	0.343699	0.211608	0.211608	-
AHR	0.255293	0.211608	0.211608	-
ACSF2	0.242442	0.211608	0.211608	-
ACOT12	0.271439	0.211608	0.211608	-
ABCD2	0.384439	0.211608	0.211608	-
XDH	0.211277	0.312269	0.211277	*
CLEC3B	0.211201	0.30001	0.211201	*
KDM7A	0.211184	0.211608	0.211184	*
CEP290	0.211108	0.281447	0.211108	*
SLC6A17	0.211055	0.481321	0.211055	*
CHODL	0.210889	0.30001	0.210889	*
TBL1XR1	0.210802	0.30001	0.210802	*
GAB4	0.21059	0.298104	0.21059	*
TSN	0.210468	0.30001	0.210468	*
ABCA13	0.210277	0.696806	0.210277	*
SFMBT1	0.210223	0.259822	0.210223	*
DIAPH1	0.210141	0.322588	0.210141	*
STAC3	0.210136	0.30001	0.210136	*
C2orf82	0.210084	0.450757	0.210084	*
MMAA	0.210053	0.481321	0.210053	*
CAMK1	0.209949	0.251899	0.209949	*
YBX2	0.209912	0.23139	0.209912	*
HDX	0.209863	0.219523	0.209863	*
ARHGEF1	0.209652	0.384057	0.209652	*
NRG2	0.209632	0.23139	0.209632	*
VAT1L	0.209384	0.211608	0.209384	*
MPPED2	0.209284	0.30001	0.209284	*
TARP	0.209162	0.30001	0.209162	*
ITGA6	0.209108	0.23139	0.209108	*
EPHA10	0.209106	0.339092	0.209106	*
CHTOP	0.209072	0.30001	0.209072	*
TEX33	0.208968	0.363325	0.208968	*
ZNF862	0.208734	0.384057	0.208734	*
BRWD3	0.208672	0.753753	0.208672	*
RNF212B	0.208585	0.30001	0.208585	*
KIF12	0.208545	0.450757	0.208545	*
TACR1	0.208499	0.450757	0.208499	*
NDST4	0.208498	0.211608	0.208498	*
AGXT	0.208465	0.251899	0.208465	*
RUSC1-AS1	0.208439	0.30001	0.208439	*
VWF	0.208438	0.212346	0.208438	*
UCK2	0.208405	0.30001	0.208405	*
NSD1	0.208371	0.324219	0.208371	*
ADGRA2	0.208315	0.298104	0.208315	*
RPL9	0.208263	0.30001	0.208263	*
ZFYVE27	0.208209	0.450757	0.208209	*
RAB41	0.208164	0.30001	0.208164	*
ARAP3	0.208128	0.622387	0.208128	*
KCNF1	0.208051	0.281447	0.208051	*
KBTBD2	0.207913	0.450757	0.207913	*
ELL	0.207874	0.324219	0.207874	*
LCE2B	0.207558	0.251899	0.207558	*
SCN2A	0.207409	0.246122	0.207409	*
GNAO1	0.207281	0.219523	0.207281	*
PSD2	0.20723	0.269235	0.20723	*
COL16A1	0.207117	0.574096	0.207117	*
GPRASP2	0.207079	0.30001	0.207079	*
CASC3	0.207075	0.322588	0.207075	*
CASK	0.207013	0.251899	0.207013	*
ZNF575	0.20698	0.30001	0.20698	*
SCRN1	0.206978	0.450757	0.206978	*
LRRTM1	0.206905	0.363325	0.206905	*
FNDC9	0.206716	0.251899	0.206716	*
SIX4	0.206714	0.219523	0.206714	*
ABCC3	0.206686	0.236518	0.206686	*
OPRM1	0.206653	0.604263	0.206653	*
CITED1	0.206622	0.251899	0.206622	*
FCMR	0.206458	0.251899	0.206458	*
NR5A1	0.206393	0.23139	0.206393	*
KCNMB1	0.206282	0.30001	0.206282	*
OSBPL2	0.206275	0.23139	0.206275	*
PARP12	0.206101	0.363325	0.206101	*
MBD3	0.206046	0.298104	0.206046	*
GPRIN1	13.5726	0.206006	0.206006	-
INSC	0.205948	0.298104	0.205948	*
PPARG	0.205945	0.23139	0.205945	*
EPS15L1	0.205942	0.259822	0.205942	*
ZXDA	0.59418	0.20587	0.20587	-
ZNF750	0.33011	0.20587	0.20587	-
ZNF721	0.291706	0.20587	0.20587	-
ZNF683	0.52277	0.20587	0.20587	-
ZNF454	0.571626	0.20587	0.20587	-
ZBED9	0.315498	0.20587	0.20587	-
YWHAG	0.367549	0.20587	0.20587	-
UVRAG	0.482128	0.20587	0.20587	-
TRIM46	0.403437	0.20587	0.20587	-
TMEM132A	0.30536	0.20587	0.20587	-
TINF2	0.551908	0.20587	0.20587	-
THEMIS	0.26384	0.20587	0.20587	-
TGM5	0.353217	0.20587	0.20587	-
TCTN1	0.422154	0.20587	0.20587	-
SRBD1	0.333692	0.20587	0.20587	-
SLC9A5	0.408572	0.20587	0.20587	-
SLC5A9	0.328033	0.20587	0.20587	-
SLC52A2	0.353063	0.20587	0.20587	-
SH3BP2	0.27217	0.20587	0.20587	-
SGOL2	0.273262	0.20587	0.20587	-
SEC13	0.483241	0.20587	0.20587	-
RRP7A	0.658996	0.20587	0.20587	-
RORB	0.288676	0.20587	0.20587	-
ROCK1	0.269736	0.20587	0.20587	-
RNF148	0.225588	0.20587	0.20587	-
RBM20	0.224422	0.20587	0.20587	-
PTEN	0.442524	0.20587	0.20587	-
PNMAL1	0.442139	0.20587	0.20587	-
PAQR9	0.209126	0.20587	0.20587	-
PABPC1L	0.271964	0.20587	0.20587	-
OR56A1	0.318129	0.20587	0.20587	-
OLFM3	0.269505	0.20587	0.20587	-
MICAL1	0.306664	0.20587	0.20587	-
MC2R	0.587355	0.20587	0.20587	-
MAPK7	0.240154	0.20587	0.20587	-
MAP7D3	0.429437	0.20587	0.20587	-
LTA4H	0.38506	0.20587	0.20587	-
LEO1	0.296707	0.20587	0.20587	-
KRT1	0.29575	0.20587	0.20587	-
KIRREL	0.242498	0.20587	0.20587	-
KIF4A	0.479827	0.20587	0.20587	-
KEL	0.294195	0.20587	0.20587	-
INPP4B	0.305467	0.20587	0.20587	-
IMPG2	0.379858	0.20587	0.20587	-
IL2RB	0.278912	0.20587	0.20587	-
IKZF3	0.309169	0.20587	0.20587	-
IGSF21	0.218184	0.20587	0.20587	-
IGLL1	0.317856	0.20587	0.20587	-
HSP90AA1	0.256145	0.20587	0.20587	-
HAPLN3	0.394871	0.20587	0.20587	-
GPR148	0.553201	0.20587	0.20587	-
GALK1	0.263166	0.20587	0.20587	-
EXOC6	0.31319	0.20587	0.20587	-
ERBB3	0.265923	0.20587	0.20587	-
EPX	0.262971	0.20587	0.20587	-
DTNBP1	0.305774	0.20587	0.20587	-
DTNB	0.419379	0.20587	0.20587	-
COL13A1	0.284996	0.20587	0.20587	-
CFAP206	0.288173	0.20587	0.20587	-
CES3	0.241294	0.20587	0.20587	-
CDC27	0.39466	0.20587	0.20587	-
CD244	0.43196	0.20587	0.20587	-
CAMSAP2	0.21634	0.20587	0.20587	-
BARD1	0.45133	0.20587	0.20587	-
ATP13A3	0.291341	0.20587	0.20587	-
ATL2	0.6794	0.20587	0.20587	-
ASAP2	0.214243	0.20587	0.20587	-
ANKUB1	0.498063	0.20587	0.20587	-
AKT1	0.418111	0.20587	0.20587	-
ACIN1	0.251674	0.20587	0.20587	-
ABHD11	0.657855	0.20587	0.20587	-
ABCC12	0.254819	0.20587	0.20587	-
KCNH2	0.205795	0.30242	0.205795	*
F2R	0.205745	0.219523	0.205745	*
RAB3GAP2	0.205726	0.476258	0.205726	*
SMYD2	0.205716	0.30001	0.205716	*
PM20D1	0.205694	0.23139	0.205694	*
AOC3	0.205688	0.211608	0.205688	*
TRPM6	0.20556	0.30242	0.20556	*
GAS2L2	0.205422	0.252299	0.205422	*
SLC4A4	0.205268	0.20587	0.205268	*
KIAA0753	0.205169	0.20587	0.205169	*
STK19	0.205117	0.30001	0.205117	*
FAM129C	0.205048	0.322588	0.205048	*
LRWD1	0.204992	0.252299	0.204992	*
ROBO2	0.204883	0.384057	0.204883	*
TARSL2	0.20486	0.211608	0.20486	*
CACNG7	0.204857	0.251899	0.204857	*
CNTN3	0.204829	0.322588	0.204829	*
PPP1R26	0.204663	0.522053	0.204663	*
KMT2C	0.204589	0.328994	0.204589	*
RAPGEF4	0.204557	0.298104	0.204557	*
IHH	0.204553	0.363325	0.204553	*
PDCD1	0.204471	0.251899	0.204471	*
FAM179B	0.204458	0.281447	0.204458	*
CHRM3	0.204403	0.322588	0.204403	*
ZNF226	0.204102	0.211608	0.204102	*
ACKR1	0.204066	0.30001	0.204066	*
KCNK3	0.204055	0.450757	0.204055	*
LRRK2	0.204037	0.324219	0.204037	*
TRIM51	0.204033	0.363325	0.204033	*
RBM14	0.203722	0.242308	0.203722	*
EBP	0.203703	0.251899	0.203703	*
ZNF267	0.203262	0.251899	0.203262	*
NUP210L	0.203181	0.339092	0.203181	*
BANK1	0.202991	0.298104	0.202991	*
RAB27B	0.202924	0.30001	0.202924	*
KRT38	0.202892	0.211608	0.202892	*
DDX55	0.202846	0.450757	0.202846	*
KIRREL3	0.202841	0.441123	0.202841	*
AGGF1	0.202805	0.450757	0.202805	*
ZNF549	0.202646	0.421306	0.202646	*
PTPN23	0.202599	0.246122	0.202599	*
PLA2G2F	0.202548	0.30001	0.202548	*
SPDYE4	0.202542	0.251899	0.202542	*
RBM12B	0.202468	0.219523	0.202468	*
SMYD1	0.202388	0.602005	0.202388	*
CYP4F11	0.202346	0.251899	0.202346	*
GUF1	0.202252	0.23139	0.202252	*
TUBB1	0.2022	0.211608	0.2022	*
SASS6	0.202171	0.298104	0.202171	*
LATS1	0.202081	0.211608	0.202081	*
CACNA1S	0.201972	0.39414	0.201972	*
C10orf90	0.201909	0.251899	0.201909	*
HAUS7	0.201888	0.450757	0.201888	*
IFI35	0.201792	0.251899	0.201792	*
MCPH1	0.20165	0.252299	0.20165	*
SLC25A12	0.201574	0.23139	0.201574	*
EDARADD	0.201502	0.450757	0.201502	*
ZW10	0.235861	0.201478	0.201478	-
ZMIZ2	0.221871	0.201478	0.201478	-
XPO6	0.262314	0.201478	0.201478	-
WDR1	0.209989	0.201478	0.201478	-
ULK2	0.263075	0.201478	0.201478	-
TSR1	0.230766	0.201478	0.201478	-
TSKS	0.409021	0.201478	0.201478	-
TCEA2	0.225007	0.201478	0.201478	-
TBC1D19	0.970637	0.201478	0.201478	-
SOX13	0.590872	0.201478	0.201478	-
SLITRK3	0.265087	0.201478	0.201478	-
SLC6A11	0.348105	0.201478	0.201478	-
RPS6KA4	0.350282	0.201478	0.201478	-
RNF40	0.247958	0.201478	0.201478	-
RHBDF1	0.203657	0.201478	0.201478	-
RAPSN	0.303245	0.201478	0.201478	-
PAFAH1B2	0.670619	0.201478	0.201478	-
ORC1	0.332081	0.201478	0.201478	-
NTRK2	0.500977	0.201478	0.201478	-
NPAS4	0.50767	0.201478	0.201478	-
MTMR9	0.314668	0.201478	0.201478	-
MAGEA8	0.987696	0.201478	0.201478	-
MAEA	0.333186	0.201478	0.201478	-
LSR	0.440786	0.201478	0.201478	-
JADE2	0.290898	0.201478	0.201478	-
ITPRIP	0.216045	0.201478	0.201478	-
GPR78	0.203875	0.201478	0.201478	-
FUK	0.230914	0.201478	0.201478	-
FSTL4	0.338246	0.201478	0.201478	-
FGFR4	0.512218	0.201478	0.201478	-
ESYT3	0.233524	0.201478	0.201478	-
ERICH6B	0.406474	0.201478	0.201478	-
EPN1	0.322627	0.201478	0.201478	-
EFCAB13	0.274644	0.201478	0.201478	-
CYP2B6	0.297061	0.201478	0.201478	-
CTSC	0.697331	0.201478	0.201478	-
COBLL1	0.428408	0.201478	0.201478	-
CNNM1	0.303584	0.201478	0.201478	-
CHSY3	0.388141	0.201478	0.201478	-
CES2	0.606829	0.201478	0.201478	-
CEACAM16	0.213441	0.201478	0.201478	-
CDH6	0.337206	0.201478	0.201478	-
CCNA1	0.297092	0.201478	0.201478	-
CASP14	0.346411	0.201478	0.201478	-
CAPN2	0.455567	0.201478	0.201478	-
C19orf47	0.302176	0.201478	0.201478	-
BSND	0.340431	0.201478	0.201478	-
BSDC1	0.418729	0.201478	0.201478	-
ATP8B1	0.362702	0.201478	0.201478	-
ATP6V0A2	0.347039	0.201478	0.201478	-
ARHGEF40	0.21038	0.201478	0.201478	-
ADAM21	0.336269	0.201478	0.201478	-
ACSL1	0.409427	0.201478	0.201478	-
PCDHA7	0.201443	0.988741	0.201443	*
CCDC64B	0.201417	0.30001	0.201417	*
BDH2	0.201417	0.251899	0.201417	*
USP10	0.201405	0.269235	0.201405	*
OR4S1	0.201399	0.23139	0.201399	*
FOXO1	0.201389	0.211608	0.201389	*
SPTLC2	0.201311	0.251899	0.201311	*
ATP8B3	0.201306	0.324219	0.201306	*
KCNMB2	0.201276	0.30001	0.201276	*
DNAH3	0.201267	0.592234	0.201267	*
TMPRSS5	0.20118	0.251899	0.20118	*
FGD6	0.201166	0.20587	0.201166	*
PCDHGA3	0.201131	0.476258	0.201131	*
CPNE8	0.200963	0.30001	0.200963	*
PCDHA3	0.200884	0.529371	0.200884	*
TH	0.200882	0.298104	0.200882	*
EIF3G	0.200659	0.201478	0.200659	*
C9	0.200552	0.481321	0.200552	*
SLC22A11	0.200474	0.358241	0.200474	*
HOXA3	0.200462	0.450757	0.200462	*
MBNL3	0.200456	0.30001	0.200456	*
HIPK3	0.200285	0.384057	0.200285	*
DLL3	0.200235	0.298104	0.200235	*
SLC22A10	0.200188	0.20587	0.200188	*
SAFB2	0.200171	0.269235	0.200171	*
HCFC2	0.200027	0.251899	0.200027	*
SPICE1	0.200012	0.219523	0.200012	*
CBARP	0.199971	0.211608	0.199971	*
STAP1	0.199696	0.251899	0.199696	*
ILK	0.199293	0.251899	0.199293	*
FBP2	0.199277	0.251899	0.199277	*
BOLA1	0.199227	0.251899	0.199227	*
PNPLA7	0.199212	0.325815	0.199212	*
B4GALT7	0.199181	0.23139	0.199181	*
TUBGCP5	0.199123	0.269235	0.199123	*
ADAMTSL3	0.199083	0.275542	0.199083	*
C9orf135	0.199042	0.251899	0.199042	*
TTLL7	0.199033	0.23139	0.199033	*
HMX3	0.199002	0.30001	0.199002	*
DAB1	0.198943	0.251899	0.198943	*
RAD9A	0.198812	0.251899	0.198812	*
FBXW7	0.198804	0.23139	0.198804	*
HS1BP3	0.198736	0.219523	0.198736	*
PLCL2	0.198694	0.363325	0.198694	*
ADSSL1	0.198648	0.481321	0.198648	*
CHL1	0.198644	0.363679	0.198644	*
KIAA1462	0.19843	0.339092	0.19843	*
E2F7	0.198275	0.481321	0.198275	*
CHRNA4	0.198102	0.30242	0.198102	*
CTSF	0.198083	0.251899	0.198083	*
DGKE	0.198045	0.251899	0.198045	*
MTHFD1L	0.198042	0.201478	0.198042	*
YME1L1	0.389867	0.197983	0.197983	-
TMEM259	0.583838	0.197983	0.197983	-
SYTL3	0.380235	0.197983	0.197983	-
SUCO	0.262818	0.197983	0.197983	-
SMCR8	0.266389	0.197983	0.197983	-
SBF2	0.206684	0.197983	0.197983	-
PRODH2	0.665747	0.197983	0.197983	-
PDE5A	0.511425	0.197983	0.197983	-
OSBP	0.368851	0.197983	0.197983	-
MST1	0.389198	0.197983	0.197983	-
MID1	0.350489	0.197983	0.197983	-
MDGA2	0.238707	0.197983	0.197983	-
LIMCH1	0.409539	0.197983	0.197983	-
KIAA1324	0.203228	0.197983	0.197983	-
INO80	0.241575	0.197983	0.197983	-
HIBADH	0.487925	0.197983	0.197983	-
GPAA1	0.211085	0.197983	0.197983	-
FAP	0.296888	0.197983	0.197983	-
EML4	0.279829	0.197983	0.197983	-
DSG3	0.237705	0.197983	0.197983	-
DDX41	0.364132	0.197983	0.197983	-
CYP26A1	0.5825	0.197983	0.197983	-
CREB3L1	0.402838	0.197983	0.197983	-
CNP	0.323972	0.197983	0.197983	-
CFAP57	0.387638	0.197983	0.197983	-
CCBE1	0.789093	0.197983	0.197983	-
BRCA1	0.214706	0.197983	0.197983	-
BCL11A	0.534273	0.197983	0.197983	-
ZNF732	0.197952	0.23139	0.197952	*
SCN10A	0.197952	0.622387	0.197952	*
POPDC2	0.197805	0.450757	0.197805	*
MCOLN1	0.197741	0.298104	0.197741	*
DNAH9	0.197615	0.31727	0.197615	*
FAF2	0.197589	0.23139	0.197589	*
CPSF3L	0.197579	0.294136	0.197579	*
ZC3H12C	0.197441	0.251899	0.197441	*
KRTAP26-1	0.197387	0.30001	0.197387	*
ATP10A	0.197369	0.582324	0.197369	*
SEC14L1	0.197164	0.358241	0.197164	*
KIAA0226L	0.19709	0.219523	0.19709	*
KCNV1	0.196919	0.251899	0.196919	*
ARHGAP36	0.196905	0.251899	0.196905	*
VEPH1	0.196864	0.219523	0.196864	*
ALKBH4	0.196437	0.251899	0.196437	*
BTK	0.196412	0.30001	0.196412	*
CBX8	0.196343	0.450757	0.196343	*
OR11L1	0.196288	0.30001	0.196288	*
CASC1	0.196102	0.23139	0.196102	*
CLCN6	0.195832	0.211608	0.195832	*
BCKDK	0.195785	0.251899	0.195785	*
DNM3	0.195742	0.219523	0.195742	*
SLC4A7	0.195737	0.219523	0.195737	*
KCNJ1	0.19573	0.363325	0.19573	*
